2,4,5,7,3,6,1
2,3,4,7,5,6,1
4,5,6,7,2,3,1
2,5,6,7,3,4,1
2,3,6,7,4,5,1
3,4,6,7,2,5,1
3,4,6,1,2,5,7
2,4,5,1,3,6,7
7,3,4,1,5,6,2
7,3,6,1,4,5,2
7,2,5,1,3,4,6
7,4,5,1,2,3,6
2,5,6,7,1,3,4
2,3,6,7,1,5,4
7,4,5,1,3,6,2
7,3,4,1,2,5,6
7,2,4,1,3,6,5
7,4,6,1,2,5,3
