6,7,4,2,5,3,1
6,7,4,2,3,5,1
6,2,5,3,4,7,1
6,7,2,3,4,5,1
6,7,4,3,5,2,1
7,1,3,4,5,2,6
7,1,5,2,4,3,6
2,3,5,1,4,7,6
1,4,5,2,3,7,6
1,3,5,6,7,4,2
1,4,5,6,7,3,2
6,7,1,3,4,5,2
6,7,1,3,5,4,2
7,1,2,3,5,6,4
