6,3,4,5,1,2
6,3,1,2,4,5
6,5,3,4,1,2
6,5,1,2,3,4
6,2,3,4,1,5
6,2,1,5,3,4
6,4,2,3,1,5
6,4,1,5,2,3
1,3,4,5,6,2
1,3,6,2,4,5
1,5,3,4,6,2
1,5,6,2,3,4
1,2,4,5,6,3
1,2,6,3,4,5
1,2,3,4,6,5
1,2,6,5,3,4
1,5,2,3,6,4
1,4,2,3,6,5
1,5,6,4,2,3
1,4,6,5,2,3
1,3,4,5,6,2
1,3,6,2,4,5
1,5,3,4,6,2
1,5,6,2,3,4
1,2,4,5,6,3
1,2,6,3,4,5
1,2,3,4,6,5
1,2,6,5,3,4
1,5,2,3,6,4
1,4,2,3,6,5
1,5,6,4,2,3
1,4,6,5,2,3
1,6,4,5,2,3
1,6,2,3,4,5
1,6,4,5,2,3
1,6,2,3,4,5
1,6,2,3,4,5
1,6,2,3,4,5
1,6,4,5,2,3
1,6,4,5,2,3
1,4,6,5,2,3
1,5,6,4,2,3
1,4,6,5,2,3
1,5,6,4,2,3
1,2,6,5,3,4
1,2,6,5,3,4
1,2,6,3,4,5
1,2,6,3,4,5
1,5,6,2,3,4
1,5,6,2,3,4
1,3,6,2,4,5
1,3,6,2,4,5
1,4,2,3,6,5
1,5,2,3,6,4
1,4,2,3,6,5
1,5,2,3,6,4
1,2,3,4,6,5
1,2,3,4,6,5
1,2,4,5,6,3
1,2,4,5,6,3
1,5,3,4,6,2
1,5,3,4,6,2
1,3,4,5,6,2
1,3,4,5,6,2
